Date,Open,High,Low,Close
9-May-11,5575.2,5586.05,5502.4,5551.1
6-May-11,5477.65,5564.4,5472.45,5551.45
5-May-11,5531.6,5560.3,5443.65,5459.85
4-May-11,5567.7,5578.8,5503,5537.15
3-May-11,5689.7,5710.8,5554.85,5565.25
2-May-11,5766.9,5775.25,5687.7,5701.3
29-Apr-11,5782.5,5804.3,5706.05,5749.5
28-Apr-11,5851.35,5856.4,5776.95,5785.45
27-Apr-11,5884.2,5892.35,5819.95,5833.9
26-Apr-11,5876.85,5893.2,5791.55,5868.4
25-Apr-11,5859.6,5906.6,5857,5874.5
21-Apr-11,5882.85,5912.9,5864.35,5884.7
20-Apr-11,5786.05,5857.35,5759.65,5851.65
19-Apr-11,5716,5762.95,5693.25,5740.75
18-Apr-11,5824.35,5897.9,5722.25,5729.1
15-Apr-11,5898.75,5907.35,5806.45,5824.55
13-Apr-11,5747.95,5923.6,5735.55,5911.5
11-Apr-11,5805.35,5830.3,5777.9,5785.7
8-Apr-11,5886.75,5926.95,5822,5842
7-Apr-11,5888.55,5906.1,5866.25,5885.7
6-Apr-11,5908,5944.45,5868.8,5891.75
5-Apr-11,5923.85,5928.65,5855.85,5910.05
4-Apr-11,5842,5918.7,5833.2,5908.45
1-Apr-11,5835,5860.2,5810.4,5826.05
31-Mar-11,5803.05,5872,5778.65,5833.75
30-Mar-11,5755.8,5803.15,5753.9,5787.65
29-Mar-11,5686.5,5770.35,5680.7,5736.35
28-Mar-11,5645.25,5709.1,5643.2,5687.25
25-Mar-11,5588.65,5667.1,5560.95,5654.25
24-Mar-11,5501.8,5529,5496.1,5522.4
23-Mar-11,5411.4,5484.95,5401.95,5480.25
22-Mar-11,5390.85,5428.15,5376.15,5413.85
21-Mar-11,5408.75,5413.3,5348.2,5364.75
18-Mar-11,5475.35,5483.05,5366.4,5373.7
17-Mar-11,5455.4,5510.05,5435.3,5446.65
16-Mar-11,5475.95,5535.1,5475.95,5511.15
15-Mar-11,5420,5497.85,5373.65,5449.65
14-Mar-11,5436.5,5537.3,5434.25,5531.5
11-Mar-11,5456.15,5502.7,5411.55,5445.45
10-Mar-11,5516.1,5516.3,5468.45,5494.4
9-Mar-11,5542.4,5563.3,5477.45,5531
8-Mar-11,5466.1,5530.55,5464.75,5520.8
7-Mar-11,5490.05,5491.25,5408.45,5463.15
4-Mar-11,5586.2,5608.2,5524.1,5538.75
3-Mar-11,5478.45,5570.75,5468.25,5536.2
1-Mar-11,5382,5533.05,5373.55,5522.3
28-Feb-11,5330.15,5477,5308.6,5333.25
25-Feb-11,5321.05,5338.2,5232.75,5303.55
24-Feb-11,5408.75,5423.4,5242.5,5262.7
23-Feb-11,5452.45,5495.2,5427.55,5437.35
22-Feb-11,5504.4,5519.45,5437.3,5469.2
21-Feb-11,5456.6,5526.25,5413.1,5518.6
18-Feb-11,5557.55,5599.25,5441.95,5458.95
17-Feb-11,5501.7,5553,5463.4,5546.45
16-Feb-11,5467.6,5504.8,5460.35,5481.7
15-Feb-11,5467.75,5506.5,5408.35,5481
14-Feb-11,5340.25,5463.8,5340.25,5456
11-Feb-11,5219.65,5319.45,5177.7,5310
10-Feb-11,5246.05,5272.6,5196.8,5225.8
9-Feb-11,5293.05,5339.45,5225.65,5253.55
8-Feb-11,5432.35,5432.35,5303.4,5312.55
7-Feb-11,5430.15,5440.35,5376.95,5396
4-Feb-11,5519.9,5556.3,5369.05,5395.75
3-Feb-11,5430.45,5532.65,5418,5526.75
2-Feb-11,5469.55,5490.6,5415.65,5432
1-Feb-11,5537.3,5539.15,5402,5417.2
31-Jan-11,5452.55,5526.85,5416.65,5505.9
28-Jan-11,5614,5614.4,5459.55,5512.15
27-Jan-11,5725.3,5726.1,5594.95,5604.3
25-Jan-11,5763.3,5801.55,5680.65,5687.4
24-Jan-11,5717.1,5756,5697.75,5743.25
21-Jan-11,5692.05,5717.55,5674.5,5696.5
20-Jan-11,5656,5729.45,5634.5,5711.6
19-Jan-11,5737.35,5747.65,5662.55,5691.05
18-Jan-11,5682.55,5730.5,5671.25,5724.05
17-Jan-11,5648.8,5696.15,5624.15,5654.75
14-Jan-11,5752.1,5833.65,5639.65,5654.55
13-Jan-11,5850.75,5857.75,5736.7,5751.9
12-Jan-11,5800.05,5874.2,5711.3,5863.25
11-Jan-11,5767.95,5842.6,5698.2,5754.1
10-Jan-11,5901.3,5907.25,5740.95,5762.85
7-Jan-11,6030.9,6051.2,5883.6,5904.6
6-Jan-11,6107,6116.15,6022.3,6048.25
5-Jan-11,6141.35,6141.35,6062.35,6079.8
4-Jan-11,6172.75,6181.05,6124.4,6146.35
3-Jan-11,6177.45,6178.55,6147.2,6157.6
31-Dec-10,6105.1,6147.3,6103.55,6134.5
30-Dec-10,6062.35,6106.4,6062.35,6101.85
29-Dec-10,6005.15,6067.55,6002.85,6060.35
28-Dec-10,6005.35,6010.9,5982.25,5996
27-Dec-10,6013.3,6045.75,5991.1,5998.1
24-Dec-10,5940.25,6017.35,5940.25,6011.6
23-Dec-10,6005.9,6006.45,5964.6,5980
22-Dec-10,6019,6023.8,5958,5984.4
21-Dec-10,5960.4,6007.45,5960.05,6000.65
20-Dec-10,5926.85,5985,5900.25,5947.05
16-Dec-10,5910.55,5956.15,5855.05,5948.75
15-Dec-10,5931.15,5942.75,5865.8,5892.3
14-Dec-10,5928.7,5953.95,5888.75,5944.1
13-Dec-10,5882.65,5913.8,5795.9,5907.65
10-Dec-10,5761,5865.5,5721.15,5857.35
9-Dec-10,5924.25,5927.3,5742.3,5766.5
8-Dec-10,5954.4,5960,5878.6,5903.7
7-Dec-10,5995.05,6001,5939.7,5976.55
6-Dec-10,6033.65,6069.45,5981.7,5992.25
3-Dec-10,6013.35,6025.4,5964.25,5992.8
2-Dec-10,6023.05,6029.5,5980.6,6011.7
1-Dec-10,5871,5971,5865.55,5960.9
30-Nov-10,5811.6,5892.25,5768.35,5862.7
29-Nov-10,5789.95,5843.15,5754.7,5830
26-Nov-10,5828.55,5838.5,5690.35,5751.95
25-Nov-10,5883.95,5907.1,5780.35,5799.75
24-Nov-10,5946.8,5976.65,5833.6,5865.75
23-Nov-10,5971.55,5973.35,5824.95,5934.75
22-Nov-10,5920.9,6020.25,5905.15,6010
19-Nov-10,6011.3,6013.25,5863.95,5890.3
18-Nov-10,6075.95,6076.2,5906.75,5998.8
16-Nov-10,6143.45,6144.05,5970.6,5988.7
15-Nov-10,6079.9,6128.75,6039.4,6121.6
12-Nov-10,6182.3,6202.5,6056.75,6071.65
11-Nov-10,6286.35,6296.55,6179.5,6194.25
10-Nov-10,6303.2,6307.65,6269.25,6275.7
9-Nov-10,6281,6310.9,6243.55,6301.55
8-Nov-10,6335.25,6335.9,6265.35,6273.2
5-Nov-10,6321.85,6338.5,6303.1,6312.45
4-Nov-10,6209.6,6290.15,6199.35,6281.8
3-Nov-10,6150.6,6182.5,6146.8,6160.5
2-Nov-10,6127.55,6138.1,6094.4,6119
1-Nov-10,6092.3,6132.4,6084.75,6117.55
29-Oct-10,6021.15,6032.65,5937.1,6017.7
28-Oct-10,6039.95,6071.1,5968.1,5987.7
27-Oct-10,6075.45,6075.95,5987.55,6012.65
26-Oct-10,6116.3,6120.25,6074.65,6082
25-Oct-10,6101.25,6151.3,6094.6,6105.8
22-Oct-10,6113.4,6121.1,6041.35,6066.05
21-Oct-10,6008.9,6113.5,5984.9,6101.5
20-Oct-10,6002.95,6038.1,5966.75,5982.1
19-Oct-10,6114.45,6127.05,6008.15,6027.3
18-Oct-10,6112.75,6115.1,5985.1,6075.95
15-Oct-10,6175.9,6200.6,6050.35,6062.65
14-Oct-10,6234.3,6284.1,6157.9,6177.35
13-Oct-10,6091.45,6240.25,6089.75,6233.9
12-Oct-10,6135.95,6144.95,6057.95,6090.9
11-Oct-10,6105.95,6187.75,6105.95,6135.85
8-Oct-10,6121.4,6148.6,6067,6103.45
7-Oct-10,6186.85,6199.45,6107.5,6120.3
6-Oct-10,6150.95,6223.4,6148.6,6186.45
5-Oct-10,6159.45,6188.35,6118.05,6145.8
4-Oct-10,6144.7,6222.1,6144.7,6159.45
1-Oct-10,6030.3,6153.1,6030.3,6143.4
30-Sep-10,5991.35,6048.45,5963.6,6029.95
29-Sep-10,6029.15,6071.55,5979.65,5991.3
28-Sep-10,6036.05,6049.8,5991.3,6029.5
27-Sep-10,6018.3,6073.5,6018.3,6035.65
24-Sep-10,5959.45,6029.1,5951.2,6018.3
23-Sep-10,5991.05,6006.8,5932.4,5959.55
22-Sep-10,6008.4,6037.4,5946.45,5991
21-Sep-10,5980.5,6032.8,5961.85,6009.05
20-Sep-10,5885.05,5989.5,5885.05,5980.45
17-Sep-10,5828.7,5898.4,5828.7,5884.95
16-Sep-10,5861.1,5901.65,5815.8,5828.7
15-Sep-10,5795.25,5869.45,5792.2,5860.95
14-Sep-10,5760.3,5838.45,5760.3,5795.55
13-Sep-10,5639.2,5770.6,5639.2,5760
9-Sep-10,5608.3,5647.45,5608.1,5640.05
8-Sep-10,5604.25,5625.3,5567.75,5607.85
7-Sep-10,5575.9,5625.5,5571.65,5604
6-Sep-10,5479.55,5589.4,5479.55,5576.95
3-Sep-10,5486.3,5510.4,5473.65,5479.4
2-Sep-10,5471.9,5513.95,5471.85,5486.15
1-Sep-10,5403.05,5478.6,5403.05,5471.85
31-Aug-10,5413.55,5413.9,5348.9,5402.4
30-Aug-10,5408.9,5469,5390.35,5415.45
27-Aug-10,5489.6,5495.2,5391.95,5408.7
26-Aug-10,5462.1,5486.55,5454.7,5477.9
25-Aug-10,5505.3,5506.15,5452.55,5462.35
24-Aug-10,5541.1,5547.25,5488.45,5505.1
23-Aug-10,5531.15,5549.8,5519.4,5543.5
20-Aug-10,5540.8,5546.6,5513.35,5530.65
19-Aug-10,5478.25,5544.7,5478.1,5540.2
18-Aug-10,5416.25,5487.95,5416.25,5479.15
17-Aug-10,5422.15,5443.55,5408.8,5414.15
16-Aug-10,5452.1,5465.25,5397.4,5418.3
13-Aug-10,5420.65,5476.5,5415.5,5452.1
12-Aug-10,5418.7,5431.1,5372.45,5416.45
11-Aug-10,5460.7,5474.6,5412,5420.6
10-Aug-10,5486.8,5491.45,5445.35,5460.7
9-Aug-10,5439.8,5492.3,5433.25,5486.15
6-Aug-10,5448.25,5471.9,5431.35,5439.25
5-Aug-10,5470.15,5487.15,5443.1,5447.1
4-Aug-10,5441.35,5481.9,5428.4,5467.85
3-Aug-10,5432.5,5459.2,5426.4,5439.55
2-Aug-10,5369.55,5438.85,5351.3,5431.65
30-Jul-10,5408.4,5413.25,5349.2,5367.6
29-Jul-10,5397.85,5415.85,5381.55,5408.9
28-Jul-10,5436.1,5447.85,5386.25,5397.55
27-Jul-10,5420.2,5450.95,5407.2,5430.6
26-Jul-10,5446.55,5466.25,5409.2,5418.6
23-Jul-10,5441.9,5477.5,5435.15,5449.1
22-Jul-10,5399.15,5447.15,5372.2,5441.95
21-Jul-10,5368.85,5409.1,5368.85,5399.35
20-Jul-10,5387,5416.45,5353.6,5368
19-Jul-10,5392.7,5409.1,5361.5,5386.45
16-Jul-10,5376.65,5401.35,5374.4,5393.9
15-Jul-10,5387.1,5399.2,5360.6,5378.75
14-Jul-10,5402,5453.45,5371.7,5386.15
13-Jul-10,5370.2,5406.2,5357.85,5400.65
12-Jul-10,5352.25,5402.7,5351.6,5383
9-Jul-10,5297.2,5359.05,5297.2,5352.45
8-Jul-10,5242,5320.5,5242,5296.85
7-Jul-10,5293.1,5296.75,5233.45,5241.1
6-Jul-10,5236.1,5297.45,5231.5,5289.05
5-Jul-10,5237,5252.75,5225.85,5235.9
2-Jul-10,5251.25,5277.25,5225.6,5237.1
1-Jul-10,5312.05,5312.55,5232.1,5251.4
30-Jun-10,5254.25,5320.35,5210,5312.5
29-Jun-10,5333.55,5334.15,5235.8,5256.15
28-Jun-10,5271.1,5339.45,5270.75,5333.5
25-Jun-10,5320.5,5320.5,5259.9,5269.05
24-Jun-10,5323.25,5348.3,5284.55,5320.6
23-Jun-10,5316.15,5333.3,5288.15,5323.15
22-Jun-10,5353.95,5354.35,5311.05,5316.55
21-Jun-10,5266.5,5366.75,5266.5,5353.3
18-Jun-10,5274.95,5302.3,5245.5,5262.6
17-Jun-10,5233.65,5285.55,5206.55,5274.85
16-Jun-10,5225.05,5255.65,5214.9,5233.35
15-Jun-10,5201.3,5231.45,5171.05,5222.35
14-Jun-10,5120.15,5201.25,5120.15,5197.7
11-Jun-10,5078.75,5139.05,5078.75,5119.35
10-Jun-10,4999.6,5085.2,4997.6,5078.6
9-Jun-10,4985.05,5050.6,4980.1,5000.3
8-Jun-10,5036.7,5071.35,4967.3,4987.1
7-Jun-10,5132.95,5132.95,5004.25,5034
4-Jun-10,5112.6,5147.9,5091.6,5135.5
3-Jun-10,5020.15,5125.7,5020.15,5110.5
2-Jun-10,4970.75,5031.2,4967.05,5019.85
1-Jun-10,5086.25,5086.95,4961.05,4970.2
31-May-10,5076.1,5097.6,5038.55,5086.3
28-May-10,5005.6,5077.25,5005.6,5066.55
27-May-10,4915.15,5016.6,4897.6,5003.1
26-May-10,4807.3,4925.45,4807.3,4917.4
25-May-10,4945.3,4946.6,4786.45,4806.75
24-May-10,4944.3,5029.55,4923.45,4943.95
21-May-10,4946.7,4946.7,4842.3,4931.15
20-May-10,4924.3,4980.25,4924.3,4947.6
19-May-10,5065.1,5065.1,4908.15,4919.65
18-May-10,5059.55,5105.2,5024.25,5066.2
17-May-10,5093.9,5094.55,4966.25,5059.9
14-May-10,5180.55,5192.75,5070.95,5093.5
13-May-10,5157.55,5212.7,5147.95,5178.9
12-May-10,5133.75,5172.85,5098.8,5156.65
11-May-10,5189.75,5206.7,5126.5,5136.15
10-May-10,5026.6,5203.3,5026.6,5193.6
7-May-10,5072.3,5085.65,4984.6,5018.05
6-May-10,5124.4,5124.9,5037.75,5090.85
5-May-10,5148.35,5148.35,5056.5,5124.9
4-May-10,5223.9,5250.15,5134.85,5148.5
3-May-10,5278.4,5278.7,5210.05,5222.75
30-Apr-10,5254.2,5294.8,5254.2,5278
29-Apr-10,5215.25,5264.75,5214.8,5254.15
28-Apr-10,5308.2,5308.25,5202.45,5215.45
27-Apr-10,5322.1,5330.55,5301.4,5308.35
26-Apr-10,5299.35,5342.35,5299.35,5322.45
23-Apr-10,5269.65,5311.05,5269.65,5304.1
22-Apr-10,5248.6,5331.8,5221.1,5269.35
21-Apr-10,5230.3,5266.3,5230.3,5244.9
20-Apr-10,5208.3,5257.25,5208.3,5230.1
19-Apr-10,5279.05,5279.05,5160.9,5203.65
16-Apr-10,5273.4,5283.05,5237.55,5262.6
15-Apr-10,5323.3,5373.15,5265.3,5273.6
13-Apr-10,5340.85,5356.5,5301.7,5322.95
12-Apr-10,5354.15,5382.15,5324.9,5339.7
9-Apr-10,5302.4,5377.45,5302.25,5361.75
8-Apr-10,5376.3,5383.65,5290.25,5304.45
7-Apr-10,5365.7,5399.65,5345.05,5374.65
6-Apr-10,5369.65,5388.65,5351.7,5366
5-Apr-10,5291.4,5377.55,5291.4,5368.4
1-Apr-10,5249.2,5298.6,5249.2,5290.5
31-Mar-10,5260.4,5293.9,5235.15,5249.1
30-Mar-10,5302.95,5325,5251.35,5262.45
29-Mar-10,5283.9,5329.55,5242.15,5302.85
26-Mar-10,5260.55,5293.75,5260.55,5282
25-Mar-10,5225.3,5267.3,5202.95,5260.4
23-Mar-10,5205.85,5243.6,5193.4,5225.3
22-Mar-10,5260.95,5260.95,5187.05,5205.2
19-Mar-10,5246.8,5269.95,5237.1,5262.8
18-Mar-10,5232.55,5255.65,5214.4,5245.9
17-Mar-10,5198.45,5260.5,5177.15,5231.9
16-Mar-10,5128.95,5209.25,5125.7,5198.1
15-Mar-10,5134.45,5151.05,5101.2,5128.9
12-Mar-10,5131.8,5158.1,5122.1,5137
11-Mar-10,5116.35,5152.6,5102.1,5133.4
10-Mar-10,5101.6,5137.4,5092.05,5116.25
9-Mar-10,5121.05,5131.8,5094.35,5101.5
8-Mar-10,5092.15,5147.1,5092.15,5124
5-Mar-10,5080.55,5118.65,5068.05,5088.7
4-Mar-10,5096.95,5096.95,5049,5080.25
3-Mar-10,5015.8,5093.25,5015.1,5088.1
2-Mar-10,4935.6,5029.45,4935.35,5017
26-Feb-10,4858.5,4992,4858.45,4922.3
25-Feb-10,4859,4880.15,4835.6,4859.75
24-Feb-10,4869.55,4880.55,4834.65,4858.6
23-Feb-10,4856.6,4884.1,4833.15,4870.05
22-Feb-10,4849.35,4912.05,4845.9,4856.4
19-Feb-10,4887.3,4887.3,4805.55,4844.9
18-Feb-10,4915.1,4922.05,4873.7,4887.75
17-Feb-10,4858.65,4929.7,4857.6,4914
16-Feb-10,4801.8,4880,4791.35,4855.75
15-Feb-10,4827.9,4845.6,4783.9,4801.95
11-Feb-10,4757.25,4843.8,4757.25,4826.85
10-Feb-10,4793,4826.85,4748.1,4757.2
9-Feb-10,4760.55,4810.4,4739.35,4792.65
8-Feb-10,4755.35,4799.05,4675.4,4760.4
6-Feb-10,4712.75,4768.15,4712.75,4757.25
5-Feb-10,4819.65,4827,4692.35,4718.65
4-Feb-10,4931.3,4931.3,4832.35,4845.35
3-Feb-10,4831,4949.15,4831,4931.85
2-Feb-10,4907.85,4951.15,4814.1,4830.1
1-Feb-10,4882.05,4918.8,4827.15,4899.7
29-Jan-10,4866.15,4893.7,4766,4882.05
28-Jan-10,4863,4929.9,4824.95,4867.25
27-Jan-10,5008.5,5008.5,4833.05,4853.1
25-Jan-10,5034.55,5035.7,4983.05,5007.9
22-Jan-10,5094.15,5094.15,4954.85,5036
21-Jan-10,5220.2,5220.35,5085.45,5094.15
20-Jan-10,5226.1,5256.7,5201.4,5221.7
19-Jan-10,5274.2,5287.8,5218.65,5225.65
18-Jan-10,5253.65,5292.5,5228.95,5274.85
15-Jan-10,5259.9,5279.85,5242.45,5252.2
14-Jan-10,5234.5,5272.85,5232.5,5259.9
13-Jan-10,5212.6,5239.2,5169.55,5233.95
12-Jan-10,5251.1,5300.5,5200.95,5210.4
11-Jan-10,5263.8,5287.2,5227.8,5249.4
8-Jan-10,5264.25,5276.75,5234.7,5244.75
7-Jan-10,5281.8,5302.55,5244.75,5263.1
6-Jan-10,5278.15,5310.85,5260.05,5281.8
5-Jan-10,5277.15,5288.35,5242.4,5277.9
4-Jan-10,5200.9,5238.45,5167.1,5232.2
31-Dec-09,5171.2,5221.85,5168.75,5201.05
30-Dec-09,5188.75,5197.05,5160.1,5169.45
29-Dec-09,5180.75,5214.6,5175.85,5187.95
24-Dec-09,5144.8,5197.9,5129.05,5178.4
23-Dec-09,4990.05,5150.6,4990.05,5144.6
22-Dec-09,4953.35,4997.3,4953.35,4985.85
21-Dec-09,4983.65,4997.85,4943.95,4952.6
18-Dec-09,5042,5043.4,4979.05,4987.7
17-Dec-09,5046.65,5064.2,5013.15,5041.75
16-Dec-09,5032.95,5067.25,5001.8,5042.05
15-Dec-09,5105.75,5129.45,5018.25,5033.05
14-Dec-09,5117.45,5156.7,5090.15,5105.7
11-Dec-09,5136.05,5182.55,5088.4,5117.3
10-Dec-09,5112.4,5146.45,5084.65,5134.65
9-Dec-09,5147.65,5147.65,5090.6,5112
8-Dec-09,5068.55,5152.55,5058.9,5147.95
7-Dec-09,5108.85,5131.3,5051.55,5066.7
4-Dec-09,5131.7,5161.8,5081.85,5108.9
3-Dec-09,5124.55,5181,5106.6,5131.7
2-Dec-09,5122.75,5161.75,5111.75,5123.25
1-Dec-09,5039.7,5130.35,5038.85,5122
30-Nov-09,4942.25,5066.35,4942.25,5032.7
27-Nov-09,5005.05,5005.05,4806.7,4941.75
26-Nov-09,5116.45,5116.45,4986.05,5005.55
25-Nov-09,5091.55,5138,5078.35,5108.15
24-Nov-09,5105,5112.85,5053.5,5090.55
23-Nov-09,5052.95,5113.1,5052.1,5103.55
20-Nov-09,4988.75,5063.3,4932.8,5052.45
19-Nov-09,5043.95,5053.45,4963.7,4989
18-Nov-09,5061.5,5079.3,5041.65,5054.7
17-Nov-09,5058.95,5074,5010.15,5062.25
16-Nov-09,4996.5,5073.2,4994,5058.05
13-Nov-09,4952.35,5017.9,4942.65,4998.95
12-Nov-09,5004.4,5014.4,4924.75,4952.65
11-Nov-09,4882.3,5016.7,4870.05,5003.95
10-Nov-09,4898.9,4947.7,4860.1,4881.7
9-Nov-09,4796.15,4905.25,4789.9,4898.4
6-Nov-09,4767.5,4836.2,4764.85,4796.15
5-Nov-09,4711.65,4776.35,4610.6,4765.55
4-Nov-09,4567.3,4717.8,4565,4710.8
3-Nov-09,4712.25,4729.85,4538.5,4563.9
30-Oct-09,4751.1,4853.65,4687.5,4711.7
29-Oct-09,4826.1,4826.1,4738.4,4750.55
28-Oct-09,4846.55,4867,4784.1,4826.15
27-Oct-09,4970.55,4970.55,4829.5,4846.7
26-Oct-09,4997.15,5033.75,4961.35,4970.9
23-Oct-09,4986.55,5054.95,4983.25,4997.05
22-Oct-09,5063.35,5064.25,4968.45,4988.6
21-Oct-09,5114.85,5117.45,5051.65,5063.6
20-Oct-09,5145.6,5181.95,5102.65,5114.45
17-Oct-09,5159.35,5176.8,5124.25,5141.8
16-Oct-09,5108.65,5149.65,5093.2,5142.15
15-Oct-09,5118.55,5152.25,5077.1,5108.85
14-Oct-09,5054.35,5127.4,5054.35,5118.2
12-Oct-09,4945.45,5068.05,4945.45,5054.25
9-Oct-09,4993,5032.6,4934.55,4945.2
8-Oct-09,5011.25,5043.05,4971.75,5002.25
7-Oct-09,5031.7,5077,4972.95,4985.75
6-Oct-09,5003.65,5034.7,4921.05,5027.4
5-Oct-09,5076.05,5076.05,4991.95,5003.2
1-Oct-09,5087.2,5110.5,5057.05,5083.4
30-Sep-09,5007.65,5087.6,5004.35,5083.95
29-Sep-09,4959.15,5020.25,4959.1,5006.85
25-Sep-09,4985.1,4994.35,4931.25,4958.95
24-Sep-09,4977.15,5016.7,4904.05,4986.55
23-Sep-09,5019.95,5030.75,4957.05,4969.95
22-Sep-09,4977.1,5036.3,4977.1,5020.2
18-Sep-09,4963.95,4980.85,4931.9,4976.05
17-Sep-09,4958.55,5003.05,4944.15,4965.55
16-Sep-09,4894.65,4966.3,4894.65,4958.4
15-Sep-09,4808.35,4899.45,4808.35,4892.1
14-Sep-09,4830.35,4832.25,4786.25,4808.6
11-Sep-09,4819.4,4856.15,4791.55,4829.55
10-Sep-09,4814.35,4889.05,4807.9,4819.4
9-Sep-09,4804.9,4825.05,4783.5,4814.25
8-Sep-09,4782.85,4842.2,4782.65,4805.25
7-Sep-09,4682.4,4790,4679.3,4782.9
4-Sep-09,4608.7,4697.2,4580.35,4680.4
3-Sep-09,4608.75,4647.35,4581.05,4593.55
2-Sep-09,4624,4650.45,4576.6,4608.35
1-Sep-09,4662.2,4735.9,4600.65,4625.35
31-Aug-09,4730.85,4730.85,4635,4662.1
28-Aug-09,4688.4,4743.75,4651.4,4732.35
27-Aug-09,4679,4707.9,4645.15,4688.2
26-Aug-09,4659.45,4697.8,4659.1,4680.85
25-Aug-09,4641.65,4672.9,4582.5,4659.35
24-Aug-09,4536.95,4656.3,4536.95,4642.8
21-Aug-09,4453.45,4538.7,4400.9,4528.8
20-Aug-09,4394.35,4492.8,4394.35,4453.45
19-Aug-09,4457.75,4477.55,4353.45,4394.1
18-Aug-09,4389.5,4491.45,4372.65,4458.9
17-Aug-09,4578.8,4578.8,4374.6,4387.9
14-Aug-09,4605.15,4619,4559.35,4580.05
13-Aug-09,4458.55,4614.15,4458.55,4605
12-Aug-09,4473.8,4473.8,4359.4,4457.5
11-Aug-09,4435,4510.8,4398.9,4471.35
10-Aug-09,4486.5,4562.5,4399.85,4437.65
7-Aug-09,4591.9,4591.9,4463.95,4481.4
6-Aug-09,4694.35,4718.15,4559.2,4585.5
5-Aug-09,4680.95,4717.2,4629.85,4694.15
4-Aug-09,4706.25,4731.45,4642.6,4680.5
3-Aug-09,4633.8,4723.75,4617.75,4711.4
31-Jul-09,4571.6,4669.75,4571.6,4636.45
30-Jul-09,4513.1,4582.35,4474.5,4571.45
29-Jul-09,4565.8,4573.85,4420.8,4513.5
28-Jul-09,4572.8,4599.9,4529.15,4564.1
27-Jul-09,4568.65,4596.75,4528.5,4572.3
24-Jul-09,4524.8,4578.75,4504.85,4568.55
23-Jul-09,4409.7,4532.4,4405.95,4523.75
22-Jul-09,4469.3,4557.95,4380.45,4398.9
21-Jul-09,4501.5,4524,4436.6,4469.1
20-Jul-09,4377.9,4510.3,4377.9,4502.25
17-Jul-09,4231.45,4390.4,4230.15,4374.95
16-Jul-09,4223.5,4305,4205.5,4231.4
15-Jul-09,4120.8,4249.55,4118.75,4233.5
14-Jul-09,3974.1,4128.9,3974.1,4111.4
13-Jul-09,4003.4,4003.4,3918.75,3974.05
10-Jul-09,4081.4,4129.95,3976.8,4003.9
9-Jul-09,4078.75,4114.9,4039.85,4080.95
8-Jul-09,4201.85,4201.85,4061.1,4078.9
7-Jul-09,4166,4231.8,4155.5,4202.15
6-Jul-09,4429.6,4479.8,4133.7,4165.7
3-Jul-09,4347.3,4434.45,4298.95,4424.25
2-Jul-09,4373.5,4383.65,4288.75,4348.85
1-Jul-09,4292.3,4362.3,4249.7,4340.9
30-Jun-09,4391.5,4426.75,4267.35,4291.1
29-Jun-09,4375.4,4439.95,4350.9,4390.95
26-Jun-09,4243.95,4383.75,4243.95,4375.5
25-Jun-09,4293.85,4337.95,4221.15,4241.85
24-Jun-09,4247.3,4307,4218.25,4292.95
23-Jun-09,4223.3,4267.45,4143.25,4247
22-Jun-09,4314.2,4352.25,4221.9,4235.25
19-Jun-09,4251.1,4326.2,4206.7,4313.6
18-Jun-09,4352.95,4375.3,4222.15,4251.4
17-Jun-09,4515.35,4517.8,4332.8,4356.15
16-Jun-09,4478.1,4537.95,4405.95,4517.8
15-Jun-09,4584.65,4601.05,4469.6,4484
12-Jun-09,4637.55,4693.2,4566.15,4583.4
11-Jun-09,4657.4,4679.55,4586.15,4637.7
10-Jun-09,4551.7,4688.95,4551.7,4655.25
9-Jun-09,4427.75,4562.45,4365.1,4550.95
8-Jun-09,4582.35,4611.4,4404.65,4429.9
5-Jun-09,4573.3,4636.85,4561.95,4586.9
4-Jun-09,4530.3,4582.2,4453.45,4572.65
3-Jun-09,4525.5,4574.9,4478.6,4530.7
2-Jun-09,4530.45,4586.4,4451.3,4525.25
1-Jun-09,4450.4,4545.4,4450.4,4529.9
29-May-09,4340.75,4488.05,4340.75,4448.95
28-May-09,4276.15,4354.85,4254.85,4337.1
27-May-09,4117.3,4286.45,4115.25,4276.05
26-May-09,4239.55,4256.05,4092.25,4116.7
25-May-09,4238.1,4270.05,4205.1,4237.55
22-May-09,4211.85,4249.5,4155.85,4238.5
21-May-09,4270.35,4319,4199.2,4210.9
20-May-09,4318.75,4362.85,4244.7,4270.3
19-May-09,4324.95,4509.4,4167.65,4318.45
18-May-09,3673.15,4384.3,3673.15,4323.15
15-May-09,3597.85,3686.25,3597.85,3671.65
14-May-09,3631.9,3631.9,3537.6,3593.45
13-May-09,3668.75,3709.6,3610.2,3635.25
12-May-09,3554.65,3691.65,3534.2,3681.1
11-May-09,3615.75,3660.2,3534.55,3554.6
8-May-09,3681.8,3711.25,3582.85,3620.7
7-May-09,3617.15,3692.05,3617.15,3683.9
6-May-09,3662,3717.05,3608.65,3625.05
5-May-09,3664.5,3682.2,3618.75,3661.9
4-May-09,3478.7,3664.5,3478.7,3654
29-Apr-09,3371.65,3486.4,3366.7,3473.95
28-Apr-09,3469.5,3471.95,3351.5,3362.35
27-Apr-09,3481.3,3517.25,3435.3,3470
24-Apr-09,3423.6,3491.35,3402.9,3480.75
23-Apr-09,3330.5,3439.9,3310.5,3423.7
